caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
2015-020,2015-020-01,2015-020-01-01,2015-020-01-01-01-03,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10330,1,1,,3,,6,600,18 USC 1030,108,111,1,9,0,106,AMKennedy,1,1,1,2,0,0
2015-020,2015-020-01,2015-020-01-01,2015-020-01-01-01-04,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10330,1,1,,3,,6,600,18 USC 1030,108,111,1,9,0,108,CThomas,1,2,1,2,0,0
2015-020,2015-020-01,2015-020-01-01,2015-020-01-01-01-05,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10330,1,1,,3,,6,600,18 USC 1030,108,111,1,9,0,109,RBGinsburg,1,1,1,2,0,0
2015-020,2015-020-01,2015-020-01-01,2015-020-01-01-01-06,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10330,1,1,,3,,6,600,18 USC 1030,108,111,1,9,0,110,SGBreyer,1,1,1,2,0,0
2015-020,2015-020-01,2015-020-01-01,2015-020-01-01-01-07,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10330,1,1,,3,,6,600,18 USC 1030,108,111,1,9,0,112,SAAlito,1,1,1,2,0,0
2015-020,2015-020-01,2015-020-01-01,2015-020-01-01-01-08,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10330,1,1,,3,,6,600,18 USC 1030,108,111,1,9,0,113,SSotomayor,1,1,1,2,0,0
2015-020,2015-020-01,2015-020-01-01,2015-020-01-01-01-09,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10330,1,1,,3,,6,600,18 USC 1030,108,111,1,9,0,114,EKagan,1,1,1,2,0,0
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-01,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,111,JGRoberts,1,1,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-02,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,105,AScalia,1,1,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-03,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,106,AMKennedy,1,1,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-04,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,108,CThomas,1,2,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-05,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,109,RBGinsburg,1,1,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-06,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,110,SGBreyer,1,1,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-07,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,112,SAAlito,1,1,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-08,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,113,SSotomayor,1,1,1,2,,
2015-020,2015-020-01,2015-020-01-02,2015-020-01-02-01-09,1/25/16,1,,136 S. Ct. 709,193 L. Ed. 2d 639,2016 U.S. LEXIS 972,2015,1704,Roberts,14-1095,MUSACCHIO v. UNITED STATES,11/30/15,,137,,27,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,10350,1,1,,3,,6,600,18 USC 3282,108,111,1,9,0,114,EKagan,1,1,1,2,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-01,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,111,JGRoberts,1,1,2,2,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-02,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,106,AMKennedy,1,1,2,2,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-03,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,108,CThomas,2,2,1,1,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-04,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,109,RBGinsburg,1,1,2,2,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-05,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,110,SGBreyer,1,1,2,2,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-06,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,112,SAAlito,4,2,2,2,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-07,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,113,SSotomayor,1,2,2,2,,
2015-021,2015-021-01,2015-021-01-01,2015-021-01-01-01-08,5/23/16,1,,136 S. Ct. 1769,195 L. Ed. 2d 44,2016 U.S. LEXIS 3484,2015,1705,Roberts,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,,,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1,114,EKagan,1,1,2,2,,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-01,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,111,JGRoberts,1,1,1,2,,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-03,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,106,AMKennedy,1,1,1,2,,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-04,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,108,CThomas,4,2,1,2,,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-05,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,109,RBGinsburg,1,1,1,2,,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-06,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,110,SGBreyer,1,1,1,2,,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-07,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,112,SAAlito,1,1,1,2,,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-08,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,113,SSotomayor,4,1,1,2,108,
2015-022,2015-022-01,2015-022-01-01,2015-022-01-01-01-09,5/16/16,1,,136 S. Ct. 1562,194 L. Ed. 2d 671,2016 U.S. LEXIS 3049,2015,1705,Roberts,14-1132,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. MANNING",12/1/15,,119,,173,,1,,,0,92,,23,,0,2,4,1,1,2,0,0,0,0,90320,9,1,0,4,,3,365,NA,114,111,1,8,0,114,EKagan,1,2,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-01,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,111,JGRoberts,1,1,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-02,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,105,AScalia,1,1,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-03,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,106,AMKennedy,1,1,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-04,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,108,CThomas,1,1,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-05,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,109,RBGinsburg,1,1,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-06,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,110,SGBreyer,1,1,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-07,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,112,SAAlito,1,2,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-08,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,113,SSotomayor,1,1,1,2,,
2015-023,2015-023-01,2015-023-01-01,2015-023-01-01-01-09,1/25/16,1,,136 S. Ct. 750,193 L. Ed. 2d 652,2016 U.S. LEXIS 971,2015,1704,Roberts,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,,,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0,114,EKagan,1,1,1,2,,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-01,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,111,JGRoberts,1,1,2,2,,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-02,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,106,AMKennedy,1,2,2,2,,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-03,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,108,CThomas,3,2,2,2,,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-04,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,109,RBGinsburg,2,2,1,1,,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-05,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,110,SGBreyer,3,2,2,2,,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-06,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,112,SAAlito,1,1,2,2,,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-07,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,113,SSotomayor,2,1,1,1,109,
2015-024,2015-024-01,2015-024-01-01,2015-024-01-01-01-08,3/1/16,1,,136 S. Ct. 936,194 L. Ed. 2d 20,2016 U.S. LEXIS 1612,2015,1705,Roberts,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,,,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2,114,EKagan,1,1,2,2,,
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-01,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,111,JGRoberts,8,1,,,0,0
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-02,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,106,AMKennedy,8,1,,,0,0
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-03,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,108,CThomas,8,1,,,0,0
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-04,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,109,RBGinsburg,8,1,,,0,0
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-05,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,110,SGBreyer,8,1,,,0,0
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-06,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,112,SAAlito,8,1,,,0,0
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-07,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,113,SSotomayor,8,1,,,0,0
2015-025,2015-025-01,2015-025-01-01,2015-025-01-01-01-08,6/23/16,5,,,195 L. Ed. 2d 637,2016 U.S. LEXIS 4056,2015,1705,Roberts,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,,,0,85,,25,,0,12,2,2,1,2,0,1,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4,114,EKagan,8,1,,,0,0
2015-026,2015-026-01,2015-026-01-01,2015-026-01-01-01-01,4/19/16,1,,136 S. Ct. 1277,194 L. Ed. 2d 431,2016 U.S. LEXIS 2796,2015,1705,Roberts,14-1175,CALIFORNIA FRANCHISE TAX BOARD v. HYATT,12/7/15,,4,6,174,,1,117,6,0,302,33,300,33,0,11,7,2,1,5,0,1,0,0,80060,8,1,0,2,3,1,143,NA,110,106,1,6,2,111,JGRoberts,2,2,2,1,,
2015-026,2015-026-01,2015-026-01-01,2015-026-01-01-01-02,4/19/16,1,,136 S. Ct. 1277,194 L. Ed. 2d 431,2016 U.S. LEXIS 2796,2015,1705,Roberts,14-1175,CALIFORNIA FRANCHISE TAX BOARD v. HYATT,12/7/15,,4,6,174,,1,117,6,0,302,33,300,33,0,11,7,2,1,5,0,1,0,0,80060,8,1,0,2,3,1,143,NA,110,106,1,6,2,106,AMKennedy,1,1,1,2,,
2015-026,2015-026-01,2015-026-01-01,2015-026-01-01-01-03,4/19/16,1,,136 S. Ct. 1277,194 L. Ed. 2d 431,2016 U.S. LEXIS 2796,2015,1705,Roberts,14-1175,CALIFORNIA FRANCHISE TAX BOARD v. HYATT,12/7/15,,4,6,174,,1,117,6,0,302,33,300,33,0,11,7,2,1,5,0,1,0,0,80060,8,1,0,2,3,1,143,NA,110,106,1,6,2,108,CThomas,2,1,2,1,111,
2015-026,2015-026-01,2015-026-01-01,2015-026-01-01-01-04,4/19/16,1,,136 S. Ct. 1277,194 L. Ed. 2d 431,2016 U.S. LEXIS 2796,2015,1705,Roberts,14-1175,CALIFORNIA FRANCHISE TAX BOARD v. HYATT,12/7/15,,4,6,174,,1,117,6,0,302,33,300,33,0,11,7,2,1,5,0,1,0,0,80060,8,1,0,2,3,1,143,NA,110,106,1,6,2,109,RBGinsburg,1,1,1,2,,
